player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
O.G. Anunoby,anunoog01,2023,4888,2386,-.8608962192873141,1.897538683928581,1.036642464641267,-.226019103495631,2.812870466993501,2.58685136349787,-.7930176898855208,2.199803876412598,1.406786186527077,5.07993430373393,5.07993430373393,0,.0953420018236853,2.939683635162912,3.035025636986597,.393423307070546
Ryan Arcidiacono,arcidry01,2023,375,172,-7.084763649620888,2.308999089120678,-4.77576456050021,-10.77935676812974,6.769122752534803,-4.010234015594941,-8.302288103242125,3.434557691675355,-4.867730411566769,-.1848603275317991,-.1848603275317991,0,-6.908059485345412,1.622952315895366,-5.285107169450046,-.5017459442485812
Deni Avdija,avdijde01,2023,4198,2020,-1.922918102245314,.9567128328400349,-.9662052694052792,-.6070400542472341,-.1766257469496464,-.7836658011968805,-1.764971476451102,.7935110337323863,-.9714604427187152,1.833699194807869,1.833699194807869,0,-1.540132283646647,1.22961853038555,-.3105137532610975,.040154669109712
Deandre Ayton,aytonde01,2023,4842,2354,-2.290182317435053,.0949503702696273,-2.195231947165426,-2.188262365353612,-1.796486561473037,-3.984748926826648,-2.416594057201657,-.3143027801512157,-2.730896837352872,.014534438344021,.3746222048888479,-.3600877665448269,-2.308160712716195,.0950066958056368,-2.213154016910559,-.518057235517135
Udoka Azubuike,azubuud01,2023,785,359,-4.870415269215911,.9828705168127327,-3.887544752403179,-6.30313185797595,-1.949948681529869,-8.25308053950582,-5.489161421763093,.4707191168937104,-5.018442304869382,-.4136284858213253,-.4136284858213253,0,-5.835973578608077,-1.396148755709649,-7.232122334317725,-.4526905854010249
Marvin Bagley III,baglema01,2023,2066,990,-1.945549287161544,.9696858031971689,-.9758634839643752,-1.359290858889029,-1.739249100538319,-3.098539959427348,-1.878925057134163,.5250132957189269,-1.353911761415236,.7023840180916493,.7023840180916493,0,-2.056937760994859,-.4176994002620515,-2.47463716125691,-.3975397509478416
Patrick Baldwin Jr.,baldwpa01,2023,507,237,-2.486287566110242,-1.615429062626079,-4.10171662873632,-5.966856257159352,-3.025967258740073,-8.992823515899424,-3.361753509700688,-1.998523933169629,-5.360277442870316,-.3170881735494321,-.3244847682347538,.0073965946853217,-1.746686032508126,-2.557074032118739,-4.303760064626865,.3597380639653308
LaMelo Ball,ballla01,2023,2757,1268,1.813001298987958,-.3550087837435397,1.457992515244418,2.650163017045669,-3.261486438663774,-.6113234216181049,2.214031172300577,-.9735674012459913,1.240463771054586,2.620905098023776,2.620905098023776,0,2.695964007770599,-.127172615418592,2.568791392352007,1.538113493650059
Mo Bamba,bambamo01,2023,1613,779,-1.424989288964659,-1.116905798623803,-2.541895087588462,1.550950621487403,1.10462683476831,2.655577456255713,-.8700575046954213,-.7281079875061994,-1.598165492201621,.461892146199936,.4890090442274718,-.0271168980275359,-.9017989788500043,-1.569022986276861,-2.470821965126865,-.3908386764000405
Paolo Banchero,banchpa01,2023,5096,2430,-1.578117885180499,-.8770242226032259,-2.455142107783725,-.5160513671327431,-4.506419135197628,-5.022470502330371,-1.398972931800532,-1.688043989963535,-3.087016921764067,-.4194651809159681,-.4194651809159681,0,-1.598368044688701,-1.851344334384381,-3.449712379073083,.3952817246765213
Desmond Bane,banede01,2023,4448,2072,2.954569255429671,-.3041284911623156,2.650440764267356,3.633149988265403,1.508961456468031,5.142111444733435,3.26936278053213,.0138345466012482,3.283197327133378,6.412140592065938,6.229886351127889,.1822542409380492,2.560952944730107,.2194802870026458,2.780433231732752,.6531253702416814
Dalano Banton,bantoda01,2023,588,279,-.9381841026298949,-1.499057848917904,-2.437241951547799,-4.5402755534242,-.7608639799429816,-5.301139533367182,-1.756581577673877,-1.446068852335252,-3.202650430009129,-.0643937783279365,-.0643937783279365,0,-1.604626985083015,-.977810257957927,-2.582437243040942,-.0612645104662233
